item,date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52
8,2014-12,4731,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0,-27.0,33.0,595.0,21.0,96.0
8,2014-13,4547,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0,-27.0,33.0,595.0,21.0
8,2014-14,5324,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0,-27.0,33.0,595.0
8,2014-15,5511,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0,-27.0,33.0
8,2014-16,5463,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0,-27.0
8,2014-17,5588,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0,19.0
8,2014-18,5702,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0,219.0
8,2014-19,5800,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0,123.0
8,2014-20,5945,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0,13.0
8,2014-21,5851,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0,-27.0
8,2014-22,5935,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0,139.0
8,2014-23,6313,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0,178.0
8,2014-24,6141,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0,139.0
8,2014-25,6407,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0,-150.0
8,2014-26,6264,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0,-98.0
8,2014-27,6693,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0,457.0
8,2014-28,6737,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0,24.0
8,2014-29,6627,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0,-178.0
8,2014-30,6616,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0,197.0
8,2014-31,6194,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0,-443.0
8,2014-32,5776,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0,-480.0
8,2014-33,5847,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0,388.0
8,2014-34,5656,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0,-268.0
8,2014-35,5795,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0,-6.0
8,2014-36,5545,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0,-345.0
8,2014-37,5380,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0,158.0
8,2014-38,5421,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0,-43.0
8,2014-39,5364,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0,35.0
8,2014-40,5145,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0,-457.0
8,2014-41,4984,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0,28.0
8,2014-42,4999,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0,32.0
8,2014-43,5031,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0,55.0
8,2014-44,5260,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0,267.0
8,2014-45,5468,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0,23.0
8,2014-46,5516,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0,39.0
8,2014-47,5453,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0,9.0
8,2014-48,5517,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0,-226.0
8,2014-49,3853,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0,-1116.0
8,2014-50,3835,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0,-19.0
8,2014-51,3907,72.0,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0,-72.0
8,2014-52,3796,-111.0,72.0,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0,50.0
8,2015-01,2206,-1590.0,-111.0,72.0,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0,651.0
8,2015-02,3627,1421.0,-1590.0,-111.0,72.0,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0,-523.0
8,2015-03,3649,22.0,1421.0,-1590.0,-111.0,72.0,-18.0,-1664.0,64.0,-63.0,48.0,208.0,229.0,32.0,15.0,-161.0,-219.0,-57.0,41.0,-165.0,-250.0,139.0,-191.0,71.0,-418.0,-422.0,-11.0,-110.0,44.0,429.0,-143.0,266.0,-172.0,378.0,84.0,-94.0,145.0,98.0,114.0,125.0,-48.0,187.0,777.0,-184.0,121.0,-56.0,454.0,298.0,-36.0,27.0,323.0,152.0,-59.0,-4.0
